id,first_name,last_name,player_type,active,bats,throws,birth_year,bbref_id,mlb_id,bp_id,cbs_id,espn_id,fg_id
kipnija01,Jason,Kipnis,h,1,l,r,1987,kipnija01,543401,60007,1754188,31007,9776
kirkmmi01,Michael,Kirkman,p,1,l,l,1986,kirkmmi01,457779,46291,1725466,30571,9877
kittran01,Andrew,Kittredge,p,1,r,r,1990,kittran01,552640,59541,2228478,35872,12828
kivlepa01,Patrick,Kivlehan,h,1,r,r,1989,kivlepa01,623182,101262,2114649,33389,13910
kleinph01,Phil,Klein,p,1,r,r,1989,kleinph01,607309,69924,2141175,33625,12675
klubeco01,Corey,Kluber,p,1,r,r,1986,klubeco01,446372,57424,1759018,30981,2429
knappan01,Andrew,Knapp,h,1,s,r,1991,knappan01,595284,68908,2066819,33304,14942
knebeco01,Corey,Knebel,p,1,r,r,1991,knebeco01,608349,70620,2066314,33206,15010
knudsgu01,Guido,Knudson,p,1,r,r,1989,knudsgu01,605317,69548,2171857,34711,12669
koberje01,Jeff,Kobernus,h,1,r,r,1988,koberje01,571862,60607,1954847,31703,9591
kochma01,Matt,Koch,p,1,l,r,1990,kochma01,571863,99961,2210230,34849,13420
koehlto01,Tom,Koehler,p,1,r,r,1986,koehlto01,543408,58356,1795805,31079,6570
kohnmi01,Michael,Kohn,p,1,r,r,1986,kohnmi01,543409,58357,1735055,30565,8505
kolarad01,Adam,Kolarek,p,1,l,l,1989,kolarad01,592473,67034,2113634,33130,10843
komater01,Erik,Komatsu,h,1,l,l,1987,komater01,518900,58358,1669648,30643,8039
kontoge01,George,Kontos,p,1,r,r,1985,kontoge01,502004,50087,1663105,30991,9486
kopecmi01,Michael,Kopech,p,1,r,r,1996,,,,,,
korecbo01,Bobby,Korecky,p,1,r,r,1979,korecbo01,445090,38132,451982,29112,4608
kotchca01,Casey,Kotchman,h,1,l,l,1983,kotchca01,425773,31601,387403,5918,1930
kottage01,George,Kottaras,h,1,l,r,1983,kottage01,435459,45441,546236,28665,5506
kouzmke01,Kevin,Kouzmanoff,h,1,r,r,1981,kouzmke01,450260,45442,486543,28585,5995
kozmape01,Pete,Kozma,h,1,r,r,1988,kozmape01,518902,57426,1733857,30011,2539
kratzer01,Erik,Kratz,h,1,r,r,1980,kratzer01,456124,38161,585622,29524,4403
krausma01,Marc,Krauss,h,1,l,r,1987,krausma01,571868,60608,1740955,30775,7577
krolia01,Ian,Krol,p,1,l,l,1991,krolia01,571871,60611,2064551,31883,10066
kubelja01,Jason,Kubel,h,1,l,r,1982,kubelja01,430585,31757,393034,6102,2161
kubitky01,Kyle,Kubitza,h,1,l,r,1990,kubitky01,605323,69549,2046358,32865,12148
kuhlch01,Chad,Kuhl,p,1,r,r,1992,kuhlch01,641771,102639,2215966,35021,14975
kurodhi01,Hiroki,Kuroda,p,1,r,r,1975,kurodhi01,493133,38205,1442917,28950,3283
lasteto01,Tommy,La Stella,h,1,l,r,1989,lasteto01,600303,69305,1954553,32217,12371
labouja01,Jairo,Labourt,p,1,l,l,1994,labouja01,607951,70155,2118150,33298,14996
lackejo01,John,Lackey,p,1,r,r,1978,lackejo01,407793,886,223559,5203,1507
ladenty01,Tyler,Ladendorf,h,1,r,r,1988,ladenty01,502285,58250,1951313,31647,3211
laffeaa01,Aaron,Laffey,p,1,l,l,1985,laffeaa01,444836,46279,1200054,28835,6248
lafrobo01,Bobby,LaFromboise,p,1,l,l,1986,lafrobo01,489039,58369,2027441,33073,7758
lagarju01,Juan,Lagares,h,1,r,r,1989,lagarju01,501571,50845,1811887,31410,5384
lairdbr01,Brandon,Laird,h,1,r,r,1987,lairdbr01,477186,56561,1737856,30623,5476
lairdge01,Gerald,Laird,h,1,r,r,1979,lairdge01,408042,16616,288967,5465,1698
lakeju01,Junior,Lake,h,1,r,r,1990,lakeju01,516809,56563,1740956,30718,4672
lallibl01,Blake,Lalli,h,1,l,r,1983,lallibl01,503351,50568,1732410,30593,9246
lamarry01,Ryan,LaMarre,h,1,r,l,1988,lamarry01,534606,65938,1804115,31172,10700
lambja01,Jake,Lamb,h,1,l,r,1990,lambja01,571875,99963,2044246,32742,13329
lambjo02,John,Lamb,p,1,l,l,1990,lambjo02,543424,60837,1757972,30994,8493
lamboan01,Andrew,Lambo,h,1,l,l,1988,lamboan01,518911,56566,1671051,31028,5386
lametdi01,Dinelson,Lamet,p,1,r,r,1992,lametdi01,659275,105417,2507517,36157,17186
landayo01,Yorman,Landa,p,1,r,r,1994,,600915,69375,2210204,34855,sa597276
laneja01,Jason,Lane,p,1,r,l,1976,laneja01,407835,24,182277,5032,1397
langery01,Ryan,Langerhans,h,1,l,l,1980,langery01,407798,31299,284619,5109,98
langwma01,Matt,Langwell,p,1,r,r,1986,langwma01,543426,58370,2040033,32576,8130
lannajo01,John,Lannan,p,1,l,l,1984,lannajo01,458709,46313,1236946,28834,7080
laporma01,Matt,LaPorta,h,1,r,r,1985,laporma01,453181,57614,1520596,29402,2280
larocad01,Adam,LaRoche,h,1,l,l,1979,larocad01,425560,31351,390776,5879,1904
larocan01,Andy,LaRoche,h,1,r,r,1983,larocan01,451188,45443,580525,28652,6444
latosma01,Mat,Latos,p,1,r,r,1987,latosma01,502009,56580,1630084,30196,3815
lavarry01,Ryan,Lavarnway,h,1,r,r,1987,lavarry01,543432,58373,1799267,31039,8879
lawde01,Derek,Law,p,1,r,r,1990,lawde01,571882,70359,2114069,33139,13133
lawreca01,Casey,Lawrence,p,1,r,r,1987,lawreca01,596271,68099,2434730,35949,11121
lawribr01,Brett,Lawrie,h,1,r,r,1990,lawribr01,543434,60009,1665386,30644,5247
layneto01,Tommy,Layne,p,1,l,l,1984,layneto01,518927,55935,1734604,30588,7501
lazora01,Raudel,Lazo,p,1,l,l,1989,lazora01,612272,100365,2042432,32673,14077
leagubr01,Brandon,League,p,1,r,r,1983,leagubr01,434181,38373,486544,6135,3731
leakemi01,Mike,Leake,p,1,r,r,1987,leakemi01,502190,61051,1733668,30465,10130
leathja01,Jack,Leathersich,p,1,r,l,1990,leathja01,605333,70461,2050710,32975,12562
leblawa01,Wade,LeBlanc,p,1,l,l,1984,leblawa01,453281,51959,1558273,29238,5221
leclejo01,Jose,Leclerc,p,1,r,r,1993,leclejo01,600917,69377,2170066,33926,14524
lecursa01,Sam,LeCure,p,1,r,r,1984,lecursa01,459967,46239,1654388,30171,4664
leech01,C.C.,Lee,p,1,r,r,1986,leech01,547348,59464,1936044,32052,5177
leech02,Chris,Lee,p,1,l,l,1992,,595296,68913,2170681,34028,sa550044
leecl02,Cliff,Lee,p,1,l,l,1978,leecl02,424324,1102,370395,5353,1636
leeda02,Dae-Ho,Lee,h,1,r,r,1982,leeda02,493193,59243,2218123,34926,18722
leeha01,Hak-Ju,Lee,h,1,l,r,1990,,573349,60581,1740957,30734,sa502536
leeni01,Nick,Lee,p,1,l,l,1991,,595297,68914,2209983,34843,sa550027
leeza01,Zach,Lee,p,1,r,r,1991,leeza01,545346,68440,1765814,31266,11468
leesmch01,Charlie,Leesman,p,1,l,l,1987,leesmch01,489056,58920,1732743,30598,9124
leitema02,Mark,Leiter,p,1,r,r,1991,leitema02,643410,103426,2804924,36202,15551
lemahdj01,DJ,LeMahieu,h,1,r,r,1988,lemahdj01,518934,59339,1740958,30765,9874
leonar02,Arcenio,Leon,p,1,r,r,1986,leonar02,455376,47990,1784765,31060,8846
leonar01,Arnold,Leon,p,1,r,r,1988,leonar01,504186,50390,1392902,29478,5595
leonsa01,Sandy,Leon,h,1,s,r,1989,leonsa01,506702,55951,1928685,32101,5273
leonedo01,Dominic,Leone,p,1,r,r,1991,leonedo01,608678,100305,2117118,33155,13763
lerouch01,Chris,Leroux,p,1,l,r,1984,lerouch01,460092,52057,1654389,30282,7645
lerudst01,Steven,Lerud,h,1,l,r,1984,lerudst01,452722,46272,594099,29575,113
lestejo01,Jon,Lester,p,1,l,l,1984,lestejo01,452657,45548,580589,28487,4930
lewicar01,Artie,Lewicki,p,1,r,r,1992,lewicar01,592499,103771,2221894,35049,16731
lewisco01,Colby,Lewis,p,1,r,r,1979,lewisco01,407890,1275,284621,5067,1259
lewisky01,Kyle,Lewis,h,1,r,r,1995,,,,,,
leybado01,Domingo,Leyba,h,1,s,r,1995,,642736,103230,2160767,33663,
liberad01,Adam,Liberatore,p,1,l,l,1987,liberad01,571893,66565,2036145,32622,10637
liddial01,Alex,Liddi,h,1,r,r,1988,liddial01,499926,51542,1667060,29493,5411
lightpa01,Pat,Light,p,1,r,r,1991,lightpa01,572990,99897,2051272,34389,13427
lillibr01,Brent,Lillibridge,h,1,r,r,1983,lillibr01,452121,46295,1208724,28970,3501
linch01,Che-Hsuan,Lin,h,1,r,r,1988,linch01,521428,55964,1670951,30535,3734
lintz02,Tzu-Wei,Lin,h,1,l,r,1994,lintz02,624407,101601,2171159,34072,14678
linceti01,Tim,Lincecum,p,1,l,r,1984,linceti01,453311,51967,1182822,28705,5705
lincobr01,Brad,Lincoln,p,1,l,r,1985,lincobr01,453184,51929,1205580,29953,4241
lindad01,Adam,Lind,h,1,l,l,1983,lindad01,452252,48037,547682,28579,8027
lindbjo01,Josh,Lindblom,p,1,r,r,1987,lindbjo01,458676,58386,1667061,30585,7882
lindgja01,Jacob,Lindgren,p,1,l,l,1993,lindgja01,605338,70840,2167356,33729,16215
lindofr01,Francisco,Lindor,h,1,s,r,1993,lindofr01,596019,70399,1894627,32129,12916
lindsta01,Taylor,Lindsey,h,1,l,r,1991,,592506,67045,1757979,31892,sa548170
lindsma01,Matt,Lindstrom,p,1,r,r,1980,lindsma01,434637,38540,533054,28682,4604
liranje01,Jesus,Liranzo,p,1,r,r,1995,,622338,100817,2444385,36054,sa658076
liriafr01,Francisco,Liriano,p,1,l,l,1983,liriafr01,434538,38551,530359,6211,3201
liriary01,Rymer,Liriano,h,1,r,r,1991,liriary01,542642,59915,1806911,31278,4779
livelbe01,Ben,Lively,p,1,r,r,1992,livelbe01,594902,68781,2117048,33194,14932
lizra01,Radhames,Liz,p,1,r,r,1983,lizra01,467785,46208,1179743,28858,5843
lloydky01,Kyle,Lloyd,p,1,r,r,1990,lloydky01,643414,103428,2228197,35758,15378
loch02,Chia-Jen,Lo,p,1,r,r,1986,loch02,547568,59469,1653554,30455,5440
lobatjo01,Jose,Lobaton,h,1,s,r,1984,lobatjo01,446653,47910,1104376,29710,4243
lobstky01,Kyle,Lobstein,p,1,l,l,1989,lobstky01,543456,60011,1846225,31756,9178
locanwi01,Will,Locante,p,1,l,l,1990,,605342,70834,2159734,33648,sa577888
locasti01,Tim,Locastro,h,1,r,r,1992,locasti01,641796,102646,2228219,35779,15124
lockeje01,Jeff,Locke,p,1,l,l,1987,lockeje01,502046,50102,1630085,31068,2929
lockewa01,Walker,Lockett,p,1,r,r,1994,,621141,100525,2118140,33293,sa657984
loeka01,Kameron,Loe,p,1,r,r,1981,loeka01,434180,38592,522449,6136,4422
loewead01,Adam,Loewen,p,1,l,l,1984,loewead01,429400,45549,448946,5502,2134
loganbo02,Boone,Logan,p,1,r,l,1984,loganbo02,457429,47921,1098960,6486,5525
lohseky01,Kyle,Lohse,p,1,r,r,1978,lohseky01,346798,1490,223481,4789,739
lolliry01,Ryan,Lollis,h,1,l,l,1986,lolliry01,489067,59229,1954882,32221,6623
lombast02,Steve,Lombardozzi,h,1,s,r,1988,lombast02,543459,58394,1740960,31996,5422
loneyja01,James,Loney,h,1,l,l,1984,loneyja01,425766,31447,390777,6497,4556
longoev01,Evan,Longoria,h,1,r,r,1985,longoev01,446334,52448,1114751,28639,9368
lopezja02,Javier,Lopez,p,1,l,l,1977,lopezja02,425657,16620,390720,5388,1663
lopezjo02,Jorge,Lopez,p,1,r,r,1993,lopezjo02,605347,70464,2167482,33833,14527
lopezra02,Rafael,Lopez,h,1,l,r,1987,lopezra02,607257,69886,2040996,32647,12606
lopezre01,Reynaldo,Lopez,p,1,r,r,1994,lopezre01,625643,101728,2165932,33860,16400
lopezro02,Rodrigo,Lopez,p,1,r,r,1975,lopezro02,150438,1225,21618,4336,150
lopezwi01,Wilton,Lopez,p,1,r,r,1983,lopezwi01,446641,55973,1390890,29278,4227
lorenmi01,Michael,Lorenzen,p,1,r,r,1992,lorenmi01,547179,68444,2066707,33252,14843
loughda01,David,Lough,h,1,l,l,1986,loughda01,518953,55984,1732909,30528,7215
loupaa01,Aaron,Loup,p,1,l,l,1987,loupaa01,571901,60619,1960798,32397,10343
louxsh01,Shane,Loux,p,1,r,r,1979,louxsh01,400076,1432,223482,5342,1613
lovvoza01,Zach,Lovvorn,p,1,r,r,1994,,623183,101263,,,sa658011
lowema01,Mark,Lowe,p,1,l,r,1983,lowema01,450275,48157,1098962,28511,7416
lowrije01,Jed,Lowrie,h,1,s,r,1984,lowrije01,476704,46262,1098963,29074,4418
lucased01,Ed,Lucas,h,1,r,r,1982,lucased01,448296,48159,1741052,30818,7532
lucasjo02,Josh,Lucas,p,1,r,r,1990,lucasjo02,572998,66650,2226785,35248,11686
lucrojo01,Jonathan,Lucroy,h,1,r,r,1986,lucrojo01,518960,57191,1657581,30456,7870
ludwiry01,Ryan,Ludwick,h,1,r,l,1978,ludwiry01,407886,1276,223483,5036,1260
luebkco01,Cory,Luebke,p,1,r,l,1985,luebkco01,458537,54103,1717006,30580,1984
luekejo01,Josh,Lueke,p,1,r,r,1984,luekejo01,518961,55992,1757683,30980,5722
luetglu01,Lucas,Luetge,p,1,l,l,1987,luetglu01,476595,58404,1925712,32030,8337
lugoda01,Dawel,Lugo,h,1,r,r,1994,,608475,100271,2117060,33195,
lugose01,Seth,Lugo,p,1,r,r,1989,lugose01,607625,70069,2210221,34873,12447
luplojo01,Jordan,Luplow,h,1,r,r,1993,luplojo01,656669,104833,2769144,37580,16424
lutzdo01,Donald,Lutz,h,1,l,r,1989,lutzdo01,544371,58850,1915313,32084,10154
lutzza01,Zach,Lutz,h,1,r,r,1986,lutzza01,518963,55999,1666193,30968,3735
lylesjo01,Jordan,Lyles,p,1,r,r,1990,lylesjo01,543475,58407,1717424,31061,7593
lynnla01,Lance,Lynn,p,1,s,r,1987,lynnla01,458681,58410,1733864,30820,2520
lyonbr01,Brandon,Lyon,p,1,r,r,1979,lyonbr01,407193,999,245546,4830,1312
lyonsty01,Tyler,Lyons,p,1,l,l,1988,lyonsty01,544928,68438,2040403,32641,11334
macdomi01,Mike,MacDougal,p,1,s,r,1977,macdomi01,213680,1385,174709,4634,612
machaan02,Andres,Machado,p,1,r,r,1993,machaan02,600921,70416,2824015,39776,14681
machadi01,Dixon,Machado,h,1,r,r,1992,machadi01,553988,66105,1804067,31188,11472
machama01,Manny,Machado,h,1,r,r,1992,machama01,592518,67049,1765812,31097,11493
machije01,Jean,Machi,p,1,r,r,1982,machije01,466948,38784,1171068,29954,3220
maddoau01,Austin,Maddox,p,1,r,r,1991,maddoau01,545348,99962,2659945,36139,14241
madsory01,Ryan,Madson,p,1,l,r,1980,madsory01,425492,31537,383447,5382,1852
maedake01,Kenta,Maeda,p,1,r,r,1988,maedake01,628317,102254,2215993,34892,18498
magilma01,Matt,Magill,p,1,r,r,1989,magilma01,543483,58415,2027435,31898,3950
magnida01,Damien,Magnifico,p,1,r,r,1991,magnida01,571911,99824,2210104,34869,13395
mahlegr01,Greg,Mahle,p,1,l,l,1993,mahlegr01,657670,105157,2170324,33982,16877
mahlety01,Tyler,Mahle,p,1,r,r,1994,mahlety01,641816,102652,2211216,34973,16358
maholpa01,Paul,Maholm,p,1,l,l,1982,maholpa01,430904,45552,482825,6398,8678
mahtomi01,Mikie,Mahtook,h,1,r,r,1989,mahtomi01,543484,65977,1894646,32141,13130
maiermi01,Mitch,Maier,h,1,l,r,1982,maiermi01,430574,45445,448948,28624,5588
mailelu01,Luke,Maile,h,1,r,r,1991,mailelu01,571912,100036,2117544,33271,13355
mainesc01,Scott,Maine,p,1,l,l,1985,mainesc01,453186,57195,1671053,30952,885
maldoca03,Carlos,Maldonado,h,1,r,r,1979,maldoca03,430961,38871,212028,,2034
maldoma01,Martin,Maldonado,h,1,r,r,1986,maldoma01,455117,48082,1601825,30289,6887
malonma02,Matt,Maloney,p,1,l,l,1984,malonma02,476011,48103,1422456,28956,9920
manaese01,Sean,Manaea,p,1,r,l,1992,manaese01,640455,103721,2066704,33244,15873
mancitr01,Trey,Mancini,h,1,r,r,1992,mancitr01,641820,102653,2119352,33351,15149
manesse01,Seth,Maness,p,1,r,r,1988,manesse01,595307,68920,2040404,32639,12235
manshje01,Jeff,Manship,p,1,r,r,1985,manshje01,453249,51950,1226050,29427,6865
mantijo01,Joe,Mantiply,p,1,r,l,1991,mantijo01,573009,100110,2166715,33691,14857
mapledi01,Dillon,Maples,p,1,r,r,1992,mapledi01,596027,70860,1947825,32128,14672
marcush01,Shaun,Marcum,p,1,r,r,1981,marcush01,451788,45553,564466,6427,6204
margoma01,Manuel,Margot,h,1,r,r,1994,margoma01,622534,100988,2167053,33599,14712
marimsu01,Sugar Ray,Marimon,p,1,r,r,1988,marimsu01,516970,56023,2034755,32990,6027
marinjh01,Jhan,Marinez,p,1,r,r,1988,marinjh01,501697,50946,1757803,30942,5830
mariomi01,Michael,Mariot,p,1,r,r,1988,mariomi01,592527,67050,1961062,32409,10835
marisja01,Jake,Marisnick,h,1,r,r,1991,marisja01,545350,66006,1804287,31195,11339
marjami01,Mike,Marjama,h,1,r,r,1989,marjami01,605357,70466,2728774,35899,12594
markani01,Nick,Markakis,h,1,l,l,1983,markani01,455976,45446,547591,6478,5930
marksju01,Justin,Marks,p,1,l,l,1988,marksju01,476123,59212,2027409,32608,10265
marksma01,Matt,Marksberry,p,1,l,l,1990,marksma01,621408,102151,2185039,34826,15089
marmoca01,Carlos,Marmol,p,1,r,r,1982,marmoca01,461791,38974,580591,28486,2790
marmojo01,Jose,Marmolejos,h,1,l,l,1993,,592530,69255,2218075,34698,sa598311
maronni01,Nick,Maronde,p,1,s,l,1989,maronni01,543488,70314,1947823,32138,12530
marquge01,German,Marquez,p,1,r,r,1995,marquge01,608566,100273,2210237,34874,15038
marquja01,Jason,Marquis,p,1,l,r,1978,marquja01,150302,96,127096,4409,105
marrech01,Chris,Marrero,h,1,r,r,1988,marrech01,502029,50096,1208663,29641,2852
marrede01,Deven,Marrero,h,1,r,r,1990,marrede01,571918,70360,2041863,32660,13325
marshbr01,Brett,Marshall,p,1,r,r,1990,marshbr01,543493,58419,1943717,31899,5364
marshev01,Evan,Marshall,p,1,r,r,1990,marshev01,605359,69552,1945243,32100,12297
marshse01,Sean,Marshall,p,1,l,l,1982,marshse01,445156,48179,580592,6489,5905
marsolo01,Lou,Marson,h,1,r,r,1986,marsolo01,453974,46384,1184318,29241,7610
marteal01,Alfredo,Marte,h,1,r,r,1989,marteal01,501245,51755,1956711,32251,5212
martean01,Andy,Marte,h,1,r,r,1983,martean01,429708,31354,490091,5916,3203
marteje01,Jefry,Marte,h,1,r,r,1991,marteje01,527043,58420,1953517,31901,5107
marteke02,Kelvin,Marte,p,1,r,l,1987,marteke02,517629,56030,2215967,34889,5200
marteke01,Ketel,Marte,h,1,s,r,1993,marteke01,606466,69790,1963334,32512,13613
martest01,Starling,Marte,h,1,r,r,1988,martest01,516782,56034,1741213,30830,9241
martevi01,Victor,Marte,p,1,r,r,1980,martevi01,469690,54154,1663441,30377,5158
martefr01,Francis,Martes,p,1,r,r,1995,martefr01,642564,103071,2211793,34965,17303
martich02,Chris,Martin,p,1,r,r,1986,martich02,455119,54159,2048821,32903,11847
martico01,Cody,Martin,p,1,r,r,1989,martico01,592533,68622,2053478,33135,12182
martiet01,Ethan,Martin,p,1,r,r,1989,martiet01,543495,60014,1674410,30771,3877
martijo01,Josh,Martin,p,1,r,r,1989,,607294,70967,2211469,34881,sa599246
martiky01,Kyle,Martin,p,1,r,r,1991,martiky01,573016,99971,2216296,34988,14860
martile01,Leonys,Martin,h,1,l,r,1988,martile01,547982,54187,1827526,31588,11846
martira04,Rafael,Martin,p,1,r,r,1984,martira04,514669,56039,1928686,32043,10258
martiru01,Russell,Martin,h,1,r,r,1983,martiru01,431145,45447,483767,6390,4616
martica04,Carlos,Martinez,p,1,r,r,1991,martica04,593372,67219,1803785,31340,11682
martida02,David,Martinez,p,1,r,r,1987,martida02,451075,48217,2049985,33040,8893
martijd02,J.D.,Martinez,h,1,r,r,1987,martijd02,502110,59275,1795780,31065,6184
martijo07,Joe,Martinez,p,1,l,r,1983,martijo07,458155,48240,1654393,30256,3935
martijo08,Jose,Martinez,h,1,r,r,1988,martijo08,500874,51656,1208943,31275,7996
martilu02,Luis,Martinez,h,1,r,r,1985,martilu02,446208,57291,1784684,,2481
martimi02,Michael,Martinez,h,1,s,r,1982,martimi02,492841,51242,1670362,30986,7358
martini01,Nick,Martinez,p,1,l,r,1990,martini01,607259,69887,2119647,33372,12730
martivi01,Victor,Martinez,h,1,s,r,1978,martivi01,400121,1105,367942,5007,393
masseni01,Nick,Masset,p,1,r,r,1982,masseni01,434665,39130,541517,28505,7267
masteju01,Justin,Masterson,p,1,r,r,1985,masteju01,475416,49766,1262692,28977,2038
mastrda01,Darin,Mastroianni,h,1,r,r,1985,mastrda01,518991,56057,1740965,30807,7316
mateojo01,Jorge,Mateo,h,1,r,r,1995,,622761,101165,2167484,33832,sa657910
mateoma01,Marcos,Mateo,p,1,r,r,1984,mateoma01,456496,48067,1654338,30040,6869
mathije01,Jeff,Mathis,h,1,r,r,1983,mathije01,425772,31602,292722,5921,3448
matonph01,Phil,Maton,p,1,r,r,1993,matonph01,664208,106414,2693484,36161,18064
matsuda01,Daisuke,Matsuzaka,p,1,r,r,1980,matsuda01,493137,39203,1145060,28631,7775
matthry01,Ryan,Mattheus,p,1,r,r,1983,matthry01,458919,46338,1601138,30350,7169
mattike01,Kevin,Mattison,h,1,l,l,1985,mattike01,543503,58426,1740966,30681,6635
matusbr01,Brian,Matusz,p,1,l,l,1987,matusbr01,451085,58985,1629067,29938,2646
matzst01,Steven,Matz,p,1,r,l,1991,matzst01,571927,99821,2107839,33106,13361
matzety01,Tyler,Matzek,p,1,l,l,1990,matzety01,554431,66214,1739668,31264,10058
mauerjo01,Joe,Mauer,h,1,l,r,1983,mauerjo01,408045,31759,288970,5378,1857
maurebr01,Brandon,Maurer,p,1,r,r,1990,maurebr01,543506,58933,2027442,32595,4878
maxwebr01,Bruce,Maxwell,h,1,l,r,1990,maxwebr01,622194,100767,2118119,33280,13866
maxweju01,Justin,Maxwell,h,1,r,r,1983,maxweju01,452239,52567,1208665,28896,6827
mayja02,Jacob,May,h,1,s,r,1992,mayja02,594576,68737,2118131,33308,14876
maytr01,Trevor,May,p,1,r,r,1989,maytr01,543507,58911,1733562,31263,6398
mayayu01,Yunesky,Maya,p,1,r,r,1981,mayayu01,493337,51412,1762090,30946,11420
maybejo02,John,Mayberry Jr.,h,1,r,r,1983,maybejo02,460055,48107,1537187,30042,3390
maybica01,Cameron,Maybin,h,1,r,r,1987,maybica01,457727,51988,1098967,6455,5223
mayermi01,Mike,Mayers,p,1,r,r,1991,mayermi01,594577,102051,2167331,33731,15451
mayzati01,Tim,Mayza,p,1,l,l,1992,mayzati01,641835,102658,2228208,35773,15042
mazarno01,Nomar,Mazara,h,1,l,l,1995,mazarno01,608577,100279,2044518,32820,14553
mazzavi01,Vin,Mazzaro,p,1,r,r,1986,mazzavi01,476570,49777,1655628,30152,5231
mazzoco01,Cory,Mazzoni,p,1,r,r,1989,mazzoco01,543508,70316,2038823,32629,12537
mcallza01,Zach,McAllister,p,1,r,r,1987,mcallza01,502083,50118,1713866,30546,2895
mcbrima02,Matt,McBride,h,1,r,r,1985,mcbrima02,473724,49752,1740967,30794,9373
mcbryje01,Jeremy,McBryde,p,1,r,r,1987,,489096,56072,1671054,32331,sa328275
mccanbr01,Brian,McCann,h,1,l,r,1984,mccanbr01,435263,45449,541104,6309,4810
mccanja02,James,McCann,h,1,r,r,1990,mccanja02,543510,70317,1935464,32046,12859
mccarbr01,Brandon,McCarthy,p,1,r,r,1983,mccarbr01,435221,45558,541105,6191,4662
mccarke01,Kevin,McCarthy,p,1,r,r,1992,mccarke01,641838,102659,2227178,35389,15240
mcclemi01,Mike,McClendon,p,1,r,r,1985,mcclemi01,501873,51096,1765050,30949,9587
mccoymi01,Mike,McCoy,h,1,r,r,1981,mccoymi01,453454,39320,1667922,30380,4583
mccoypa01,Pat,McCoy,p,1,l,l,1988,mccoypa01,519003,56074,2038849,32630,6605
mcculla02,Lance,McCullers,p,1,l,r,1993,mcculla02,621121,100521,2001084,32764,14120
mccutan01,Andrew,McCutchen,h,1,r,r,1986,mccutan01,457705,46400,1103290,28701,9847
mccutda01,Daniel,McCutchen,p,1,r,r,1982,mccutda01,445216,52320,1493885,29445,263
mcdonja03,James,McDonald,p,1,l,r,1984,mcdonja03,457428,48206,1402913,29243,5523
mcdonjo03,John,McDonald,h,1,r,r,1974,mcdonjo03,150348,1107,21632,4108,395
mcfarbl01,Blake,McFarland,p,1,r,r,1988,,607962,70162,2171706,34255,sa598555
mcfartj01,T.J.,McFarland,p,1,l,l,1989,mcfartj01,519008,58436,2029072,32680,3237
mcgeeja01,Jake,McGee,p,1,l,l,1986,mcgeeja01,459429,48219,1262693,28959,7550
mcgehca01,Casey,McGehee,h,1,r,r,1982,mcgehca01,431171,48220,489788,29245,6086
mcgousc01,Scott,McGough,p,1,r,r,1989,mcgousc01,543518,69177,2190046,34834,12056
mcgowdu01,Dustin,McGowan,p,1,r,r,1982,mcgowdu01,430661,31635,223562,5919,8600
mcgowke01,Kevin,McGowan,p,1,r,r,1991,mcgowke01,641850,102663,2599641,36189,15215
mcgraky01,Kyle,McGrath,p,1,l,l,1992,mcgraky01,657681,105163,2693485,35903,16793
mcguich01,Chris,McGuiness,h,1,l,l,1988,mcguich01,573027,60472,1741609,30879,9423
mcguide02,Deck,McGuire,p,1,r,r,1989,mcguide02,592547,68624,1765819,31958,11596
mchugco01,Collin,McHugh,p,1,r,r,1987,mchugco01,543521,58441,2008572,32569,7531
mckenmi01,Michael,McKenry,h,1,r,r,1985,mckenmi01,502374,50255,1537188,30529,9628
mckentr01,Triston,McKenzie,p,1,r,r,1997,,,,,,
mckiran01,Andrew,McKirahan,p,1,r,l,1990,mckiran01,605374,70471,1955182,32233,12870
mclouna01,Nate,McLouth,h,1,l,r,1981,mclouna01,434661,39405,392541,6220,3190
mcmahry01,Ryan,McMahon,h,1,l,r,1994,mcmahry01,641857,102668,2066810,33247,15112
mcpheky01,Kyle,McPherson,p,1,r,r,1987,mcpheky01,519015,57198,2007973,31069,5009
meadoau01,Austin,Meadows,h,1,l,l,1995,,,,,,
medicto01,Tommy,Medica,h,1,r,r,1988,medicto01,523265,65927,2048696,32882,11147
medinyo01,Yoervis,Medina,p,1,r,r,1988,medinyo01,500721,51591,1887664,31110,10498
medlekr01,Kris,Medlen,p,1,s,r,1985,medlekr01,450665,52344,1647778,30264,9417
meekev01,Evan,Meek,p,1,r,r,1983,meekev01,457425,48112,1422586,28934,5109
mejiaad01,Adalberto,Mejia,p,1,r,l,1993,mejiaad01,606167,69644,2117045,33198,13188
mejiaal01,Alex,Mejia,h,1,r,r,1991,mejiaal01,622270,100803,2739977,36499,13877
mejiafr01,Francisco,Mejia,h,1,s,r,1995,mejiafr01,642336,102864,2117123,33248,16403
mejiaje01,Jenrry,Mejia,p,1,r,r,1989,mejiaje01,516769,56089,1697838,30541,8476
melanma01,Mark,Melancon,p,1,r,r,1985,melanma01,453343,52231,1493886,29446,4264
mellake01,Keury,Mella,p,1,r,r,1993,mellake01,622492,100946,2167303,33724,15964
melotma01,Mason,Melotakis,p,1,r,l,1991,,608691,100313,2118847,34856,sa621016
